id,postcode,locality,long,lat,dc,show
15813,6328,KOJANEERUP SOUTH,118.462801,-34.919086,ALBANY DC,0
15814,6328,MANYPEAKS,118.462801,-34.919086,ALBANY DC,0
21770,6328,METTLER,118.5904843,-34.60236027,WA Country,0
15815,6328,PALMDALE,118.462801,-34.919086,ALBANY DC,0
15816,6328,WELLSTEAD,118.462801,-34.919086,ALBANY DC,0
15817,6330,ALBANY,117.863286,-34.905438,ALBANY DC,0
15818,6330,BAYONET HEAD,117.863286,-34.905438,ALBANY DC,0
15819,6330,BIG GROVE,117.863286,-34.905438,ALBANY DC,0
15820,6330,BORNHOLM,117.863286,-34.905438,ALBANY DC,0
15821,6330,CENTENNIAL PARK,117.863286,-34.905438,Albany,0
15822,6330,COLLINGWOOD HEIGHTS,117.863286,-34.905438,ALBANY DC,0
15823,6330,COLLINGWOOD PARK,117.863286,-34.905438,ALBANY DC,0
15824,6330,CUTHBERT,117.863286,-34.905438,ALBANY DC,0
15825,6330,DROME,117.863286,-34.905438,ALBANY DC,0
15826,6330,ELLEKER,117.863286,-34.905438,ALBANY DC,0
15827,6330,EMU POINT,117.863286,-34.905438,ALBANY DC,0
15828,6330,FRENCHMAN BAY,117.863286,-34.905438,ALBANY DC,0
15829,6330,GLEDHOW,117.863286,-34.905438,ALBANY DC,0
15830,6330,GOODE BEACH,117.863286,-34.905438,ALBANY DC,0
15831,6330,GREEN VALLEY,117.863286,-34.905438,ALBANY DC,0
15832,6330,KALGAN,117.863286,-34.905438,ALBANY DC,0
15833,6330,KING RIVER,117.863286,-34.905438,ALBANY DC,0
15834,6330,KRONKUP,117.863286,-34.905438,ALBANY DC,0
15835,6330,LANGE,117.863286,-34.905438,ALBANY DC,0
15836,6330,LITTLE GROVE,117.863286,-34.905438,ALBANY DC,0
15837,6330,LOCKYER,117.863286,-34.905438,ALBANY DC,0
15838,6330,LOWER KING,117.863286,-34.905438,ALBANY DC,0
15839,6330,LOWLANDS,117.863286,-34.905438,ALBANY DC,0
15840,6330,MARBELUP,117.863286,-34.905438,ALBANY DC,0
15841,6330,MCKAIL,117.863286,-34.905438,ALBANY DC,0
15842,6330,MIDDLETON BEACH,117.863286,-34.905438,ALBANY DC,0
15843,6330,MILLBROOK,117.863286,-34.905438,ALBANY DC,0
15844,6330,MILPARA,117.863286,-34.905438,ALBANY DC,0
15845,6330,MIRA MAR,117.863286,-34.905438,ALBANY DC,0
15846,6330,MOUNT CLARENCE,117.863286,-34.905438,ALBANY DC,0
15847,6330,MOUNT ELPHINSTONE,117.863286,-34.905438,ALBANY DC,0
15848,6330,MOUNT MELVILLE,117.863286,-34.905438,ALBANY DC,0
15849,6330,NANARUP,117.863286,-34.905438,ALBANY DC,0
15850,6330,NAPIER,117.863286,-34.905438,ALBANY DC,0
15851,6330,NULLAKI,117.863286,-34.905438,ALBANY DC,0
15852,6330,ORANA,117.863286,-34.905438,ALBANY DC,0
15853,6330,PORT ALBANY,117.863286,-34.905438,ALBANY DC,0
15854,6330,ROBINSON,117.863286,-34.905438,ALBANY DC,0
15855,6330,SANDPATCH,117.863286,-34.905438,ALBANY DC,0
15856,6330,SEPPINGS,117.863286,-34.905438,ALBANY DC,0
15857,6330,SPENCER PARK,117.863286,-34.905438,ALBANY DC,0
15858,6330,TORBAY,117.863286,-34.905438,ALBANY DC,0
15859,6330,TORNDIRRUP,117.863286,-34.905438,ALBANY DC,0
15860,6330,VANCOUVER PENINSULA,117.863286,-34.905438,ALBANY DC,0
15861,6330,WALMSLEY,117.863286,-34.905438,ALBANY DC,0
15862,6330,WARRENUP,117.863286,-34.905438,ALBANY DC,0
15863,6330,WEST CAPE HOWE,117.863286,-34.905438,ALBANY DC,0
15864,6330,WILLYUNG,117.863286,-34.905438,ALBANY DC,0
15865,6330,YAKAMIA,117.863286,-34.905438,ALBANY DC,0
15866,6330,YOUNGS SIDING,117.863286,-34.905438,ALBANY DC,0
15867,6331,ALBANY DC,0,0,,0
15868,6332,ALBANY,115.974463,-32.046559,ALBANY DC,0
22821,6332,ALBANY PO,0,0,,0
15869,6333,BOW BRIDGE,117.158861,-34.902512,DENMARK,0
15870,6333,DENMARK,117.158861,-34.902512,DENMARK,0
15871,6333,HAY,117.158861,-34.902512,DENMARK,0
15872,6333,HAZELVALE,117.158861,-34.902512,DENMARK,0
15873,6333,KENTDALE,117.158861,-34.902512,DENMARK,0
15874,6333,KORDABUP,117.158861,-34.902512,DENMARK,0
21771,6333,MOUNT LINDESAY,117.3739645,-34.81843275,Denmark,0
15875,6333,MOUNT LINDSAY,117.158861,-34.902512,Denmark,0
15876,6333,MOUNT ROMANCE,117.158861,-34.902512,DENMARK,0
15877,6333,NORNALUP,117.158861,-34.902512,DENMARK,0
15878,6333,OCEAN BEACH,117.158861,-34.902512,DENMARK,0
15591,6333,PARRYVILLE,117.158861,-34.902512,DENMARK,0
15592,6333,PEACEFUL BAY,117.158861,-34.902512,DENMARK,0
15593,6333,SCOTSDALE,117.158861,-34.902512,DENMARK,0
15594,6333,SHADFORTH,117.158861,-34.902512,DENMARK,0
15595,6333,TINGLEDALE,117.158861,-34.902512,DENMARK,0
15596,6333,TRENT,117.158861,-34.902512,DENMARK,0
15597,6333,WILLIAM BAY,117.158861,-34.902512,DENMARK,0
15598,6335,GNOWANGERUP,118.112783,-33.869017,GNOWANGERUP LPO,0
15599,6335,JACKITUP,118.112783,-33.869017,GNOWANGERUP LPO,0
15600,6335,KEBARINGUP,118.112783,-33.869017,GNOWANGERUP LPO,0
15601,6335,PALLINUP,118.112783,-33.869017,GNOWANGERUP LPO,0
15602,6336,COWALELLUP,118.596801,-33.928235,ONGERUP LPO,0
15603,6336,MILLS LAKE,118.596801,-33.928235,ONGERUP LPO,0
15604,6336,MINDARABIN,118.596801,-33.928235,ONGERUP LPO,0
15605,6336,NEEDILUP,118.596801,-33.928235,ONGERUP LPO,0
15606,6336,ONGERUP,118.596801,-33.928235,ONGERUP LPO,0
15607,6336,TOOMPUP,118.596801,-33.928235,ONGERUP LPO,0
15608,6337,FITZGERALD,119.237195,-33.990448,JERRAMUNGUP LPO,0
15609,6337,GAIRDNER,119.237195,-33.990448,JERRAMUNGUP LPO,0
15610,6337,JACUP,119.237195,-33.990448,JERRAMUNGUP LPO,0
15611,6337,JERRAMUNGUP,119.237195,-33.990448,JERRAMUNGUP LPO,0
15612,6337,WEST FITZGERALD,119.237195,-33.990448,JERRAMUNGUP LPO,0
15613,6338,AMELUP,118.657118,-34.362864,BORDEN LPO,0
15614,6338,BORDEN,118.657118,-34.362864,BORDEN LPO,0
15615,6338,BOXWOOD HILL,118.657118,-34.362864,BORDEN LPO,0
15616,6338,BREMER BAY,118.657118,-34.362864,BORDEN LPO,0
15617,6338,MAGITUP,118.657118,-34.362864,BORDEN LPO,0
15618,6338,MONJEBUP,118.657118,-34.362864,BORDEN LPO,0
15619,6338,NALYERLUP,118.657118,-34.362864,BORDEN LPO,0
15620,6338,NORTH STIRLINGS,118.657118,-34.362864,BORDEN LPO,0
15621,6338,STIRLING RANGE NATIONAL PARK,118.657118,-34.362864,BORDEN LPO,0
15622,6341,NYABING,118.215173,-33.513647,NYABING LPO,0
15623,6343,PINGRUP,118.79925,-33.535559,PINGRUP LPO,0
15624,6346,FITZGERALD RIVER NATIONAL PARK,120.349013,-33.319068,RAVENSTHORPE LPO,0
15625,6346,JERDACUTTUP,120.349013,-33.319068,RAVENSTHORPE LPO,0
15626,6346,RAVENSTHORPE,120.349013,-33.319068,RAVENSTHORPE LPO,0
15627,6346,WEST RIVER,120.349013,-33.319068,RAVENSTHORPE LPO,0
15628,6348,HOPETOUN,120.145773,-33.881306,RAVENSTHORPE LPO,0
15629,6350,DUMBLEYUNG,117.783872,-33.281233,DUMBLEYUNG LPO,0
15630,6350,NAIRIBIN,117.783872,-33.281233,DUMBLEYUNG LPO,0
15631,6350,NIPPERING,117.783872,-33.281233,DUMBLEYUNG LPO,0
15632,6351,MOULYINNING,117.922069,-33.189372,DUMBLEYUNG LPO,0
15633,6351,NORTH MOULYINNING,117.922069,-33.189372,DUMBLEYUNG LPO,0
15634,6352,KUKERIN,118.086163,-33.185465,KUKERIN LPO,0
15635,6352,MERILUP,118.086163,-33.185465,KUKERIN LPO,0
15636,6352,NORTH KUKERIN,118.086163,-33.185465,KUKERIN LPO,0
15637,6352,SOUTH KUKERIN,118.086163,-33.185465,KUKERIN LPO,0
15638,6353,BEENONG,118.510341,-33.131383,LAKE GRACE LPO,0
15639,6353,BUNICHE,118.510341,-33.131383,LAKE GRACE LPO,0
15640,6353,KUENDER,118.510341,-33.131383,LAKE GRACE LPO,0
15641,6353,LAKE GRACE,118.510341,-33.131383,LAKE GRACE LPO,0
15642,6353,MALLEE HILL,118.510341,-33.131383,LAKE GRACE LPO,0
15643,6353,NEENDALING,118.510341,-33.131383,LAKE GRACE LPO,0
15644,6353,NORTH BURNGUP,118.510341,-33.131383,LAKE GRACE LPO,0
15645,6353,NORTH LAKE GRACE,118.510341,-33.131383,LAKE GRACE LPO,0
15646,6353,SOUTH LAKE GRACE,118.510341,-33.131383,LAKE GRACE LPO,0
15647,6353,TARIN ROCK,118.510341,-33.131383,LAKE GRACE LPO,0
15648,6355,DUNN ROCK,119.098339,-33.032688,NEWDEGATE LPO,0
15649,6355,EAST NEWDEGATE,119.098339,-33.032688,NEWDEGATE LPO,0
15650,6355,HOLT ROCK,119.098339,-33.032688,NEWDEGATE LPO,0
15651,6355,LAKE BIDDY,119.098339,-33.032688,NEWDEGATE LPO,0
15652,6355,LAKE CAMM,119.098339,-33.032688,NEWDEGATE LPO,0
15653,6355,LITTLE ITALY,119.098339,-33.032688,NEWDEGATE LPO,0
15654,6355,MAGENTA,119.098339,-33.032688,NEWDEGATE LPO,0
15655,6355,MOUNT SHERIDAN,119.098339,-33.032688,NEWDEGATE LPO,0
15656,6355,NEWDEGATE,119.098339,-33.032688,NEWDEGATE LPO,0
15657,6355,SOUTH NEWDEGATE,119.098339,-33.032688,NEWDEGATE LPO,0
15658,6355,VARLEY,119.098339,-33.032688,NEWDEGATE LPO,0
21772,6356,HATTER HILL,120.1323996,-32.88527809,WA Country,0
15659,6356,LAKE KING,119.713036,-33.121892,LAKE KING LPO,0
15660,6356,MOUNT MADDEN,119.713036,-33.121892,LAKE KING LPO,0
15661,6357,PINGARING,118.724162,-32.80966,LAKE GRACE LPO,0
15662,6358,KARLGARIN,118.671921,-32.483917,KARLGARIN LPO,0
15663,6359,FORRESTANIA,119.311209,-32.42539,HYDEN LPO,0
15664,6359,HYDEN,119.311209,-32.42539,HYDEN LPO,0
21773,6359,LITTLE ITALY,119.1284213,-32.66654931,WA Country,0
15665,6361,HARRISMITH,117.7572,-32.9894,NARROGIN,0
15666,6361,TINCURRIN,117.7572,-32.9894,NARROGIN,0
15667,6363,DUDININ,118.004212,-32.919792,NARROGIN,0
15668,6363,WALYURIN,118.004212,-32.919792,NARROGIN,0
15669,6365,JILAKIN,118.288784,-32.723142,KULIN LPO,0
15670,6365,JITARNING,118.288784,-32.723142,KULIN LPO,0
15671,6365,KULIN,118.288784,-32.723142,KULIN LPO,0
15672,6365,KULIN WEST,118.288784,-32.723142,KULIN LPO,0
15673,6367,BENDERING,118.351936,-32.422646,WA Country,0
15674,6367,KONDININ,118.351936,-32.422646,KONDININ LPO,0
15675,6368,SOUTH KUMMININ,118.339949,-32.189465,NAREMBEEN LPO,0
15676,6369,EMU HILL,118.806453,-32.023679,WA Country,0
15677,6369,MOUNT WALKER,118.806453,-32.023679,NAREMBEEN LPO,0
15678,6369,NAREMBEEN,118.806453,-32.023679,NAREMBEEN LPO,0
15679,6369,WADDERIN,118.806453,-32.023679,NAREMBEEN LPO,0
15680,6369,WEST HOLLETON,118.806453,-32.023679,NAREMBEEN LPO,0
15681,6369,WOOLOCUTTY,118.806453,-32.023679,NAREMBEEN LPO,0
15682,6370,EAST WICKEPIN,117.626013,-32.80605,WICKEPIN LPO,0
15683,6370,KIRK ROCK,117.626013,-32.80605,WICKEPIN LPO,0
15684,6370,MALYALLING,117.626013,-32.80605,WICKEPIN LPO,0
15685,6370,WICKEPIN,117.626013,-32.80605,WICKEPIN LPO,0
15686,6370,WOGOLIN,117.626013,-32.80605,WICKEPIN LPO,0
21774,6372,KIRK ROCK,117.7650983,-32.6530714,WA Country,0
15687,6372,YEALERING,117.690219,-32.62616,NARROGIN,0
15688,6373,BULLARING,117.763902,-32.495421,NARROGIN,0
15689,6375,ADAMSVALE,117.879836,-32.286284,CORRIGIN LPO,0
15690,6375,BILBARIN,117.879836,-32.286284,CORRIGIN LPO,0
15691,6375,CORRIGIN,117.879836,-32.286284,CORRIGIN LPO,0
15692,6375,GORGE ROCK,117.879836,-32.286284,CORRIGIN LPO,0
15693,6375,KUNJIN,117.879836,-32.286284,CORRIGIN LPO,0
15694,6375,KURRENKUTTEN,117.879836,-32.286284,CORRIGIN LPO,0
15695,6383,BADJALING,117.406271,-31.951084,QUAIRADING LPO,0
15696,6383,BALKULING,117.406271,-31.951084,QUAIRADING LPO,0
21775,6383,CUBBINE,117.3302057,-31.89343546,WA Country,0
15697,6383,DANGIN,117.406271,-31.951084,QUAIRADING LPO,0
21776,6383,DOODENANNING,117.1885427,-31.86283455,WA Country,0
21777,6383,DULBELLING,117.2579917,-31.99884844,WA Country,0
15698,6383,MAWSON,117.406271,-31.951084,WA Country,0
21778,6383,MOUNT STIRLING,117.5189849,-31.87317725,WA Country,0
15699,6383,QUAIRADING,117.406271,-31.951084,QUAIRADING LPO,0
15700,6383,SOUTH CAROLING,117.406271,-31.951084,WA Country,0
21779,6383,SOUTH QUAIRADING,117.3534887,-32.15198291,WA Country,0
15701,6383,WAMENUSKING,117.406271,-31.951084,QUAIRADING LPO,0
15702,6383,YOTING,117.406271,-31.951084,QUAIRADING LPO,0
15703,6384,PANTAPIN,117.666205,-31.955552,QUAIRADING LPO,0
15704,6385,KWOLYIN,117.747301,-31.902072,QUAIRADING LPO,0
15705,6386,SHACKLETON,117.815142,-31.950074,QUAIRADING LPO,0
15706,6390,BANNISTER,116.413369,-32.805438,BODDINGTON LPO,0
15707,6390,BODDINGTON,116.413369,-32.805438,BODDINGTON LPO,0
15708,6390,CROSSMAN,116.413369,-32.805438,BODDINGTON LPO,0
15709,6390,LOWER HOTHAM,116.413369,-32.805438,BODDINGTON LPO,0
15710,6390,MARRADONG,116.413369,-32.805438,BODDINGTON LPO,0
15711,6390,MOUNT COOKE,116.413369,-32.805438,BODDINGTON LPO,0
15712,6390,MOUNT WELLS,116.413369,-32.805438,BODDINGTON LPO,0
15713,6390,NORTH BANNISTER,116.413369,-32.805438,BODDINGTON LPO,0
15714,6390,RANFORD,116.413369,-32.805438,BODDINGTON LPO,0
15715,6390,UPPER MURRAY,116.413369,-32.805438,BODDINGTON LPO,0
15716,6390,WURAMING,116.413369,-32.805438,BODDINGTON LPO,0
15717,6391,BORANING,116.773204,-33.0633,WA Country,0
15718,6391,CONGELIN,116.773204,-33.0633,WA Country,0
15719,6391,CULBIN,116.773204,-33.0633,WA Country,0
15720,6391,HILLMAN RIVER,116.773204,-33.0633,WA Country,0
15721,6391,NARRAKINE,116.773204,-33.0633,WA Country,0
15722,6391,QUINDANNING,116.773204,-33.0633,WILLIAMS LPO,0
15723,6391,TARWONGA,116.773204,-33.0633,WA Country,0
15724,6391,WILLIAMS,116.773204,-33.0633,WA Country,0
15725,6392,BOKAL,116.625294,-33.400929,WILLIAMS LPO,0
15726,6392,BOOLADING,116.625294,-33.400929,WILLIAMS LPO,0
21780,6392,DARDADINE,116.7708935,-33.2326994,WA Country,0
15727,6392,DARKAN,116.625294,-33.400929,WILLIAMS LPO,0
21781,6392,MEEKING,116.6387687,-33.24859545,WA Country,0
15728,6393,CORDERING,116.85396,-33.538228,WILLIAMS LPO,0
15729,6393,DURANILLIN,116.85396,-33.538228,WILLIAMS LPO,0
15730,6393,MOODIARRUP,116.85396,-33.538228,WILLIAMS LPO,0
15731,6393,TRIGWELL,116.85396,-33.538228,WILLIAMS LPO,0
15732,6394,BEAUFORT RIVER,116.972036,-33.83319,KOJONUP LPO,0
15733,6394,BOILUP,116.972036,-33.83319,KOJONUP LPO,0
15734,6394,BOSCABEL,116.972036,-33.83319,KOJONUP LPO,0
11042,6394,CHANGERUP,116.972036,-33.83319,KOJONUP LPO,0
21782,6394,MOKUP,116.8415415,-33.62943162,WA Country,0
11043,6394,MURADUP,116.972036,-33.83319,KOJONUP LPO,0
11044,6394,ORCHID VALLEY,116.972036,-33.83319,KOJONUP LPO,0
11045,6394,QUALEUP,116.972036,-33.83319,KOJONUP LPO,0
11046,6395,CHERRY TREE POOL,117.065276,-33.885153,KOJONUP LPO,0
11047,6395,JINGALUP,117.065276,-33.885153,KOJONUP LPO,0
11048,6395,KOJONUP,117.065276,-33.885153,KOJONUP LPO,0
11049,6395,LUMEAH,117.065276,-33.885153,KOJONUP LPO,0
11050,6395,MOBRUP,117.065276,-33.885153,KOJONUP LPO,0
11051,6395,RYANSBROOK,117.065276,-33.885153,KOJONUP LPO,0
11052,6396,FRANKLAND,117.096189,-34.372016,FRANKLAND LPO,0
21783,6396,FRANKLAND RIVER,116.9668031,-34.33890039,Frankland,0
11053,6397,ROCKY GULLY,116.955359,-34.543671,MOUNT BARKER LPO,0
11054,6398,BROKE,116.604043,-34.788611,WALPOLE LPO,0
11055,6398,NORTH WALPOLE,116.604043,-34.788611,WALPOLE LPO,0
11056,6398,WALPOLE,116.604043,-34.788611,WALPOLE LPO,0
11057,6401,BUCKLAND,116.681727,-31.640292,NORTHAM POST SHOP,0
11058,6401,BURLONG,116.681727,-31.640292,NORTHAM POST SHOP,0
11059,6401,CUNJARDINE,116.681727,-31.640292,NORTHAM POST SHOP,0
11060,6401,IRISHTOWN,116.681727,-31.640292,NORTHAM POST SHOP,0
11061,6401,JENNACUBBINE,116.681727,-31.640292,NORTHAM POST SHOP,0
11062,6401,JENNAPULLIN,116.681727,-31.640292,NORTHAM POST SHOP,0
11063,6401,MALABAINE,116.681727,-31.640292,NORTHAM POST SHOP,0
11064,6401,MEENAAR,116.681727,-31.640292,NORTHAM POST SHOP,0
11065,6401,MOKINE,116.681727,-31.640292,NORTHAM POST SHOP,0
11066,6401,MULUCKINE,116.681727,-31.640292,NORTHAM POST SHOP,0
11067,6401,MUMBERKINE,116.681727,-31.640292,NORTHAM POST SHOP,0
11068,6401,MURESK,116.681727,-31.640292,NORTHAM POST SHOP,0
11069,6401,NORTHAM,116.681727,-31.640292,NORTHAM POST SHOP,0
11070,6401,ROSSMORE,116.681727,-31.640292,NORTHAM POST SHOP,0
11071,6401,SOUTHERN BROOK,116.681727,-31.640292,NORTHAM POST SHOP,0
11072,6401,SPENCERS BROOK,116.681727,-31.640292,NORTHAM POST SHOP,0
11073,6401,THROSSELL,116.681727,-31.640292,NORTHAM POST SHOP,0
11074,6401,WONGAMINE,116.681727,-31.640292,NORTHAM POST SHOP,0
11075,6403,GRASS VALLEY,116.797476,-31.643902,NORTHAM POST SHOP,0
11076,6405,GREENWOODS VALLEY,117.020194,-31.605825,MECKERING LPO,0
11077,6405,MECKERING,117.020194,-31.605825,MECKERING LPO,0
11078,6405,QUELAGETTING,117.020194,-31.605825,MECKERING LPO,0
11079,6405,WARDING EAST,117.020194,-31.605825,MECKERING LPO,0
11080,6407,CUNDERDIN,117.222062,-31.651142,CUNDERDIN LPO,0
11081,6407,WAEEL,117.222062,-31.651142,CUNDERDIN LPO,0
11082,6407,WATERCARRIN,117.222062,-31.651142,CUNDERDIN LPO,0
11083,6407,WYOLA,117.222062,-31.651142,CUNDERDIN LPO,0
11084,6407,WYOLA WEST,117.222062,-31.651142,CUNDERDIN LPO,0
11085,6407,YOUNDEGIN,117.222062,-31.651142,CUNDERDIN LPO,0
11086,6409,DOONGIN,117.471029,-31.605391,TAMMIN LPO,0
21784,6409,NORTH TAMMIN,117.4978218,-31.51550125,WA Country,0
21785,6409,SOUTH TAMMIN,117.4912069,-31.72677612,WA Country,0
11087,6409,TAMMIN,117.471029,-31.605391,TAMMIN LPO,0
11088,6409,YORKRAKINE,117.471029,-31.605391,TAMMIN LPO,0
11089,6410,BUNGULLA,117.679993,-31.579991,KELLERBERRIN LPO,0
11090,6410,DAADENNING CREEK,117.679993,-31.579991,KELLERBERRIN LPO,0
11091,6410,KELLERBERRIN,117.679993,-31.579991,KELLERBERRIN LPO,0
11092,6410,MOUNT CAROLINE,117.679993,-31.579991,KELLERBERRIN LPO,0
11093,6410,NORTH KELLERBERRIN,117.679993,-31.579991,KELLERBERRIN LPO,0
11094,6411,DOODLAKINE,117.905311,-31.550535,NORTHAM POST SHOP,0
11095,6411,SOUTH DOODLAKINE,117.905311,-31.550535,NORTHAM POST SHOP,0
11096,6412,BAANDEE,117.979823,-31.601076,NORTHAM POST SHOP,0
11097,6412,NORTH BAANDEE,117.979823,-31.601076,NORTHAM POST SHOP,0
11098,6413,HINES HILL,118.064042,-31.555637,NORTHAM POST SHOP,0
11099,6414,NANGEENAN,118.167797,-31.526755,MERREDIN POST SHOP,0
11100,6415,GOOMARIN,118.289983,-31.481223,MERREDIN POST SHOP,0
11101,6415,KORBEL,118.289983,-31.481223,MERREDIN POST SHOP,0
11102,6415,MERREDIN,118.289983,-31.481223,MERREDIN POST SHOP,0
11103,6415,NOKANING,118.289983,-31.481223,MERREDIN POST SHOP,0
11104,6415,NORPA,118.289983,-31.481223,MERREDIN POST SHOP,0
11105,6415,TANDEGIN,118.289983,-31.481223,MERREDIN POST SHOP,0
11106,6418,BRUCE ROCK,118.1626,-31.895542,BRUCE ROCK LPO,0
11107,6418,YARDING,118.1626,-31.895542,WA Country,0
11108,6419,ARDATH,118.097777,-32.031182,BRUCE ROCK LPO,0
11109,6420,CRAMPHORNE,118.718262,-31.748338,MERREDIN POST SHOP,0
11110,6420,MUNTADGIN,118.718262,-31.748338,MERREDIN POST SHOP,0
11111,6421,BURRACOPPIN,118.524208,-31.327544,MERREDIN POST SHOP,0
11112,6421,CAMPION,118.524208,-31.327544,WA Country,0
11113,6421,SOUTH BURRACOPPIN,118.524208,-31.327544,MERREDIN POST SHOP,0
11114,6421,WARRALAKIN,118.524208,-31.327544,MERREDIN POST SHOP,0
11115,6422,WALGOOLAN,118.564405,-31.384119,MERREDIN POST SHOP,0
11116,6423,BOODAROCKIN,118.681242,-31.169257,MERREDIN POST SHOP,0
11117,6423,CARRABIN,118.681242,-31.169257,MERREDIN POST SHOP,0
21786,6423,WARRACHUPPIN,118.7279387,-30.9942351,WA Country,0
11118,6423,WESTONIA,118.681242,-31.169257,MERREDIN POST SHOP,0
11119,6424,BODALLIN,118.896267,-31.296345,MERREDIN POST SHOP,0
11120,6424,NORTH BODALLIN,118.896267,-31.296345,MERREDIN POST SHOP,0
11121,6424,SOUTH BODALLIN,118.896267,-31.296345,MERREDIN POST SHOP,0
11122,6425,DULYALBIN,119.143202,-31.398146,SOUTHERN CROSS LPO,0
11123,6425,MOORINE ROCK,119.143202,-31.398146,SOUTHERN CROSS LPO,0
11124,6426,CORINTHIA,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11125,6426,GHOOLI,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11126,6426,HOLLETON,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11127,6426,MARVEL LOCH,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11128,6426,MOUNT HAMPTON,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11129,6426,MOUNT HOLLAND,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11130,6426,MOUNT JACKSON,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11131,6426,MOUNT PALMER,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11132,6426,PARKER RANGE,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11133,6426,SKELETON ROCK,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11134,6426,SOUTH YILGARN,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11135,6426,SOUTHERN CROSS,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11136,6426,TURKEY HILL,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11137,6426,YELLOWDINE,119.311267,-30.361305,SOUTHERN CROSS LPO,0
11138,6427,KOOLYANOBBING,119.540903,-30.850566,SOUTHERN CROSS LPO,0
11139,6428,BABAKIN,118.020545,-32.142001,BRUCE ROCK LPO,0
11140,6429,BOORABBIN,120.898892,-30.949795,COOLGARDIE LPO,0
11141,6429,BULLABULLING,120.898892,-30.949795,COOLGARDIE LPO,0
11142,6429,COOLGARDIE,120.898892,-30.949795,COOLGARDIE LPO,0
11143,6429,KARRAMINDIE,120.898892,-30.949795,COOLGARDIE LPO,0
11144,6429,LONDONDERRY,120.898892,-30.949795,COOLGARDIE LPO,0
11145,6429,MOUNT BURGES,120.898892,-30.949795,COOLGARDIE LPO,0
11146,6429,VICTORIA ROCK,120.898892,-30.949795,COOLGARDIE LPO,0
11147,6429,WALLAROO,120.898892,-30.949795,COOLGARDIE LPO,0
11148,6430,BINDULI,121.446478,-30.599071,KALGOORLIE DC,0
11149,6430,BROADWOOD,121.446478,-30.599071,KALGOORLIE DC,0
11150,6430,HANNANS,121.446478,-30.599071,KALGOORLIE DC,0
11151,6430,KALGOORLIE,121.446478,-30.599071,KALGOORLIE DC,0
11152,6430,KARLKURLA,121.446478,-30.599071,KALGOORLIE DC,0
11153,6430,LAMINGTON,121.446478,-30.599071,KALGOORLIE DC,0
11154,6430,MULLINGAR,121.446478,-30.599071,KALGOORLIE DC,0
11155,6430,PICCADILLY,121.446478,-30.599071,Kalgoorlie,0
11156,6430,SOMERVILLE,121.446478,-30.599071,KALGOORLIE DC,0
11157,6430,SOUTH KALGOORLIE,121.446478,-30.599071,KALGOORLIE DC,0
11158,6430,WEST KALGOORLIE,121.446478,-30.599071,KALGOORLIE DC,0
11159,6430,WEST LAMINGTON,121.446478,-30.599071,KALGOORLIE DC,0
11160,6430,WILLIAMSTOWN,121.446478,-30.599071,KALGOORLIE DC,0
11161,6430,YILKARI,121.446478,-30.599071,KALGOORLIE DC,0
11162,6431,BOORARA,122.683881,-30.40364,KALGOORLIE DC,0
11163,6431,BROWN HILL,122.683881,-30.40364,KALGOORLIE DC,0
11164,6431,BULONG,122.683881,-30.40364,KALGOORLIE DC,0
11165,6431,EMU FLAT,122.683881,-30.40364,KALGOORLIE DC,0
11166,6431,FEYSVILLE,122.683881,-30.40364,KALGOORLIE DC,0
11167,6431,KANOWNA,122.683881,-30.40364,KALGOORLIE DC,0
11168,6431,KOOKYNIE,122.683881,-30.40364,KALGOORLIE DC,0
11169,6431,KURNALPI,122.683881,-30.40364,KALGOORLIE DC,0
11170,6431,LAKEWOOD,122.683881,-30.40364,KALGOORLIE DC,0
11171,6431,ORA BANDA,122.683881,-30.40364,KALGOORLIE DC,0
11172,6431,PLUMRIDGE LAKES,122.683881,-30.40364,KALGOORLIE DC,0
11173,6431,TRAFALGAR,122.683881,-30.40364,KALGOORLIE DC,0
11174,6431,WARBURTON,122.683881,-30.40364,KALGOORLIE DC,0
11175,6432,BOULDER,121.541783,-30.871011,KALGOORLIE DC,0
11176,6432,FIMISTON,121.541783,-30.871011,KALGOORLIE DC,0
11177,6432,SOUTH BOULDER,121.541783,-30.871011,KALGOORLIE DC,0
11178,6432,VICTORY HEIGHTS,121.541783,-30.871011,KALGOORLIE DC,0
11179,6433,HANNANS,121.504749,-30.78247,KALGOORLIE DC,0
22842,6433,HANNANS PO,0,0,,0
11181,6433,KALGOORLIE,121.504749,-30.78247,KALGOORLIE DC,0
22845,6433,KALGOORLIE DC,0,0,,0
22846,6433,KALGOORLIE PO,0,0,,0
